stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore,gene_set,score_label,combined_score
9606.ENSP00000261383,9606.ENSP00000379310,DNAH3,CASC1,9606,0.75,0,0.0,0.0,0.084,0.0,0.72,0.106,robust_mrna_strict,high_confidence,0.75
9606.ENSP00000262442,9606.ENSP00000367815,DNAH9,DNAAF1,9606,0.75,0,0.0,0.0,0.115,0.093,0.0,0.713,robust_mrna_strict,high_confidence,0.75
9606.ENSP00000252242,9606.ENSP00000377546,KRT5,KRT15,9606,0.749,0,0.0,0.089,0.634,0.162,0.0,0.209,robust_mrna_strict,high_confidence,0.749
9606.ENSP00000270879,9606.ENSP00000356399,FCN3,CFH,9606,0.749,0,0.0,0.0,0.08,0.0,0.54,0.455,robust_mrna_strict,high_confidence,0.749
9606.ENSP00000229554,9606.ENSP00000267584,RSPH4A,AK7,9606,0.748,0,0.0,0.234,0.564,0.0,0.0,0.304,robust_mrna_strict,high_confidence,0.748
9606.ENSP00000260128,9606.ENSP00000304408,SULF1,COL3A1,9606,0.748,0,0.0,0.0,0.443,0.0,0.0,0.566,robust_mrna_strict,high_confidence,0.748
9606.ENSP00000288710,9606.ENSP00000306410,DRC1,ARMC4,9606,0.747,0,0.0,0.0,0.138,0.0,0.0,0.718,robust_mrna_strict,high_confidence,0.747
9606.ENSP00000225964,9606.ENSP00000378517,COL1A1,SPP1,9606,0.747,0,0.0,0.0,0.061,0.0,0.0,0.742,robust_mrna_strict,high_confidence,0.747
9606.ENSP00000294728,9606.ENSP00000378517,VCAM1,SPP1,9606,0.746,0,0.0,0.0,0.067,0.0,0.0,0.739,robust_mrna_strict,high_confidence,0.746
9606.ENSP00000341346,9606.ENSP00000362869,TEKT1,MORN5,9606,0.745,0,0.0,0.0,0.646,0.0,0.0,0.309,robust_mrna_strict,high_confidence,0.745
9606.ENSP00000323588,9606.ENSP00000481841,SOX2,CD24,9606,0.734,0,0.0,0.0,0.088,0.0,0.0,0.72,robust_mrna_strict,high_confidence,0.734
9606.ENSP00000284240,9606.ENSP00000297268,THY1,COL1A2,9606,0.734,0,0.0,0.0,0.342,0.0,0.0,0.612,robust_mrna_strict,high_confidence,0.734
9606.ENSP00000222573,9606.ENSP00000378517,ITGB8,SPP1,9606,0.732,0,0.0,0.0,0.062,0.0,0.65,0.25,robust_mrna_strict,high_confidence,0.732
9606.ENSP00000333845,9606.ENSP00000360210,C11ORF88,C20ORF85,9606,0.732,0,0.0,0.0,0.625,0.0,0.0,0.316,robust_mrna_strict,high_confidence,0.732
9606.ENSP00000478589,9606.ENSP00000480538,TTC25,DNAI1,9606,0.729,0,0.0,0.0,0.103,0.046,0.0,0.709,robust_mrna_strict,high_confidence,0.729
9606.ENSP00000284240,9606.ENSP00000294728,THY1,VCAM1,9606,0.727,0,0.0,0.0,0.081,0.0,0.0,0.716,robust_mrna_strict,high_confidence,0.727
9606.ENSP00000333845,9606.ENSP00000341346,C11ORF88,TEKT1,9606,0.727,0,0.0,0.0,0.66,0.0,0.0,0.231,robust_mrna_strict,high_confidence,0.727
9606.ENSP00000253354,9606.ENSP00000292641,BPIFB1,SCGB3A1,9606,0.727,0,0.0,0.0,0.432,0.0,0.0,0.539,robust_mrna_strict,high_confidence,0.727
9606.ENSP00000306410,9606.ENSP00000367815,ARMC4,DNAAF1,9606,0.726,0,0.0,0.0,0.074,0.045,0.0,0.715,robust_mrna_strict,high_confidence,0.726
9606.ENSP00000337804,9606.ENSP00000480538,SPAG17,DNAI1,9606,0.724,0,0.0,0.0,0.635,0.0,0.0,0.275,robust_mrna_strict,high_confidence,0.724
9606.ENSP00000252242,9606.ENSP00000264012,KRT5,CDH3,9606,0.724,0,0.0,0.0,0.25,0.0,0.0,0.648,robust_mrna_strict,high_confidence,0.724
9606.ENSP00000222573,9606.ENSP00000297268,ITGB8,COL1A2,9606,0.723,0,0.0,0.0,0.0,0.045,0.65,0.238,robust_mrna_strict,high_confidence,0.723
9606.ENSP00000222573,9606.ENSP00000295550,ITGB8,COL6A3,9606,0.722,0,0.0,0.0,0.0,0.045,0.65,0.236,robust_mrna_strict,high_confidence,0.722
9606.ENSP00000304845,9606.ENSP00000420269,UGT1A1,ADH7,9606,0.722,0,0.0,0.0,0.12,0.0,0.65,0.17,robust_mrna_strict,high_confidence,0.722
9606.ENSP00000267584,9606.ENSP00000430075,AK7,AMPD1,9606,0.721,0,0.0,0.0,0.057,0.0,0.65,0.224,robust_mrna_strict,high_confidence,0.721
9606.ENSP00000260227,9606.ENSP00000269141,MMP7,CDH2,9606,0.72,0,0.0,0.0,0.042,0.06,0.0,0.715,robust_mrna_strict,high_confidence,0.72
9606.ENSP00000291536,9606.ENSP00000377197,RSPH1,HYDIN,9606,0.72,0,0.0,0.0,0.075,0.094,0.0,0.693,robust_mrna_strict,high_confidence,0.72
9606.ENSP00000225964,9606.ENSP00000238682,COL1A1,TGFB3,9606,0.719,0,0.0,0.0,0.179,0.067,0.0,0.663,robust_mrna_strict,high_confidence,0.719
9606.ENSP00000306410,9606.ENSP00000341346,ARMC4,TEKT1,9606,0.719,0,0.0,0.0,0.257,0.507,0.0,0.294,robust_mrna_strict,high_confidence,0.719
9606.ENSP00000225964,9606.ENSP00000364694,COL1A1,ASPN,9606,0.719,0,0.0,0.0,0.265,0.091,0.0,0.613,robust_mrna_strict,high_confidence,0.719
9606.ENSP00000343129,9606.ENSP00000363071,TRIM29,DES,9606,0.715,0,0.0,0.0,0.056,0.0,0.0,0.711,robust_mrna_strict,high_confidence,0.715
9606.ENSP00000225964,9606.ENSP00000376637,COL1A1,IGF1,9606,0.714,0,0.0,0.0,0.097,0.0,0.0,0.697,robust_mrna_strict,high_confidence,0.714
9606.ENSP00000297268,9606.ENSP00000364694,COL1A2,ASPN,9606,0.714,0,0.0,0.0,0.261,0.091,0.0,0.609,robust_mrna_strict,high_confidence,0.714
9606.ENSP00000306410,9606.ENSP00000377197,ARMC4,HYDIN,9606,0.714,0,0.0,0.0,0.143,0.14,0.0,0.644,robust_mrna_strict,high_confidence,0.714
9606.ENSP00000225964,9606.ENSP00000364140,COL1A1,COL15A1,9606,0.713,0,0.0,0.116,0.339,0.0,0.4,0.279,robust_mrna_strict,high_confidence,0.713
9606.ENSP00000291536,9606.ENSP00000480538,RSPH1,DNAI1,9606,0.71,0,0.0,0.0,0.138,0.0,0.0,0.678,robust_mrna_strict,high_confidence,0.71
9606.ENSP00000229554,9606.ENSP00000262442,RSPH4A,DNAH9,9606,0.71,0,0.0,0.0,0.268,0.0,0.0,0.619,robust_mrna_strict,high_confidence,0.71
9606.ENSP00000293761,9606.ENSP00000380442,ALOX15,PLA2G4F,9606,0.71,0,0.0,0.0,0.043,0.045,0.65,0.202,robust_mrna_strict,high_confidence,0.71
9606.ENSP00000284240,9606.ENSP00000323588,THY1,SOX2,9606,0.71,0,0.0,0.0,0.084,0.0,0.0,0.697,robust_mrna_strict,high_confidence,0.71
9606.ENSP00000288710,9606.ENSP00000367815,DRC1,DNAAF1,9606,0.71,0,0.0,0.0,0.084,0.0,0.0,0.697,robust_mrna_strict,high_confidence,0.71
9606.ENSP00000284240,9606.ENSP00000481841,THY1,CD24,9606,0.71,0,0.0,0.0,0.087,0.0,0.0,0.696,robust_mrna_strict,high_confidence,0.71
9606.ENSP00000294664,9606.ENSP00000312554,WDR63,DNAH12,9606,0.708,0,0.0,0.0,0.116,0.263,0.54,0.14,robust_mrna_strict,high_confidence,0.708
9606.ENSP00000219299,9606.ENSP00000358575,CCDC113,CFAP206,9606,0.707,0,0.0,0.297,0.326,0.0,0.0,0.432,robust_mrna_strict,high_confidence,0.707
9606.ENSP00000252242,9606.ENSP00000353608,KRT5,DSC3,9606,0.706,0,0.0,0.0,0.443,0.071,0.0,0.478,robust_mrna_strict,high_confidence,0.706
9606.ENSP00000283357,9606.ENSP00000298032,FAM81B,ARMC3,9606,0.706,0,0.0,0.0,0.469,0.0,0.0,0.469,robust_mrna_strict,high_confidence,0.706
9606.ENSP00000369071,9606.ENSP00000378517,POSTN,SPP1,9606,0.704,0,0.0,0.0,0.062,0.0,0.0,0.697,robust_mrna_strict,high_confidence,0.704
9606.ENSP00000356399,9606.ENSP00000378517,CFH,SPP1,9606,0.703,0,0.0,0.0,0.083,0.0,0.0,0.69,robust_mrna_strict,high_confidence,0.703
9606.ENSP00000298032,9606.ENSP00000358965,ARMC3,C1ORF194,9606,0.703,0,0.0,0.0,0.502,0.429,0.0,0.0,robust_mrna_strict,high_confidence,0.703
9606.ENSP00000291536,9606.ENSP00000306410,RSPH1,ARMC4,9606,0.702,0,0.0,0.0,0.067,0.128,0.0,0.663,robust_mrna_strict,high_confidence,0.702
9606.ENSP00000225964,9606.ENSP00000260302,COL1A1,MMP13,9606,0.702,0,0.0,0.0,0.099,0.05,0.0,0.68,robust_mrna_strict,high_confidence,0.702
9606.ENSP00000297268,9606.ENSP00000364140,COL1A2,COL15A1,9606,0.702,0,0.0,0.143,0.31,0.0,0.4,0.258,robust_mrna_strict,high_confidence,0.702
9606.ENSP00000261383,9606.ENSP00000312554,DNAH3,DNAH12,9606,0.701,0,0.015,0.0,0.193,0.0,0.54,0.261,robust_mrna_strict,high_confidence,0.701
9606.ENSP00000293761,9606.ENSP00000312286,ALOX15,PLA2G1B,9606,0.701,0,0.0,0.0,0.0,0.0,0.65,0.181,robust_mrna_strict,high_confidence,0.701
9606.ENSP00000297848,9606.ENSP00000304408,COL14A1,COL3A1,9606,0.701,0,0.0,0.134,0.27,0.0,0.4,0.306,robust_mrna_strict,high_confidence,0.701
9606.ENSP00000286758,9606.ENSP00000294728,CXCL13,VCAM1,9606,0.7,0,0.0,0.0,0.222,0.0,0.0,0.63,robust_mrna_strict,high_confidence,0.7
9606.ENSP00000362869,9606.ENSP00000366402,MORN5,C9ORF135,9606,0.7,0,0.0,0.0,0.205,0.0,0.0,0.639,robust_mrna_strict,high_confidence,0.7
