gene_set,input_symbol,SYMBOL,ENTREZID,GENENAME
background_gse32537_all_tested_annotated_mrna,TXLNB,TXLNB,167838,taxilin beta
background_gse32537_all_tested_annotated_mrna,TXLNGY,TXLNGY,246126,taxilin gamma Y-linked (pseudogene)
background_gse32537_all_tested_annotated_mrna,TXN,TXN,7295,thioredoxin
background_gse32537_all_tested_annotated_mrna,TXNDC16,TXNDC16,57544,thioredoxin domain containing 16
background_gse32537_all_tested_annotated_mrna,TXNDC17,TXNDC17,84817,thioredoxin domain containing 17
background_gse32537_all_tested_annotated_mrna,TXNDC2,TXNDC2,84203,thioredoxin domain containing 2
background_gse32537_all_tested_annotated_mrna,TXNDC5,TXNDC5,81567,thioredoxin domain containing 5
background_gse32537_all_tested_annotated_mrna,TXNDC9,TXNDC9,10190,thioredoxin domain containing 9
background_gse32537_all_tested_annotated_mrna,TXNIP,TXNIP,10628,thioredoxin interacting protein
background_gse32537_all_tested_annotated_mrna,TXNL4A,TXNL4A,10907,thioredoxin like 4A
background_gse32537_all_tested_annotated_mrna,TXNL4B,TXNL4B,54957,thioredoxin like 4B
background_gse32537_all_tested_annotated_mrna,TXNRD1,TXNRD1,7296,thioredoxin reductase 1
background_gse32537_all_tested_annotated_mrna,TYMP,TYMP,1890,thymidine phosphorylase
background_gse32537_all_tested_annotated_mrna,TYMS,TYMS,7298,thymidylate synthetase
background_gse32537_all_tested_annotated_mrna,TYRO3,TYRO3,7301,TYRO3 protein tyrosine kinase
background_gse32537_all_tested_annotated_mrna,TYROBP,TYROBP,7305,transmembrane immune signaling adaptor TYROBP
background_gse32537_all_tested_annotated_mrna,TYRP1,TYRP1,7306,tyrosinase related protein 1
background_gse32537_all_tested_annotated_mrna,TYW5,TYW5,129450,tRNA-yW synthesizing protein 5
background_gse32537_all_tested_annotated_mrna,UACA,UACA,55075,uveal autoantigen with coiled-coil domains and ankyrin repeats
background_gse32537_all_tested_annotated_mrna,UAP1,UAP1,6675,UDP-N-acetylglucosamine pyrophosphorylase 1
background_gse32537_all_tested_annotated_mrna,UAP1L1,UAP1L1,91373,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
background_gse32537_all_tested_annotated_mrna,UBA3,UBA3,9039,ubiquitin like modifier activating enzyme 3
background_gse32537_all_tested_annotated_mrna,UBA6,UBA6,55236,ubiquitin like modifier activating enzyme 6
background_gse32537_all_tested_annotated_mrna,UBA7,UBA7,7318,ubiquitin like modifier activating enzyme 7
background_gse32537_all_tested_annotated_mrna,UBAP2L,UBAP2L,9898,ubiquitin associated protein 2 like
background_gse32537_all_tested_annotated_mrna,UBASH3A,UBASH3A,53347,ubiquitin associated and SH3 domain containing A
background_gse32537_all_tested_annotated_mrna,UBASH3B,UBASH3B,84959,ubiquitin associated and SH3 domain containing B
background_gse32537_all_tested_annotated_mrna,UBB,UBB,7314,ubiquitin B
background_gse32537_all_tested_annotated_mrna,UBBP4,UBBP4,23666,ubiquitin B pseudogene 4
background_gse32537_all_tested_annotated_mrna,UBD,UBD,10537,ubiquitin like modifier D
background_gse32537_all_tested_annotated_mrna,UBE2C,UBE2C,11065,ubiquitin conjugating enzyme E2 C
background_gse32537_all_tested_annotated_mrna,UBE2D1,UBE2D1,7321,ubiquitin conjugating enzyme E2 D1
background_gse32537_all_tested_annotated_mrna,UBE2E2,UBE2E2,7325,ubiquitin conjugating enzyme E2 E2
background_gse32537_all_tested_annotated_mrna,UBE2F,UBE2F,140739,ubiquitin conjugating enzyme E2 F (putative)
background_gse32537_all_tested_annotated_mrna,UBE2J1,UBE2J1,51465,ubiquitin conjugating enzyme E2 J1
background_gse32537_all_tested_annotated_mrna,UBE2MP1,UBE2MP1,606551,ubiquitin conjugating enzyme E2 M pseudogene 1
background_gse32537_all_tested_annotated_mrna,UBE2Q2P1,UBE2Q2P1,388165,UBE2Q2 pseudogene 1
background_gse32537_all_tested_annotated_mrna,UBE2Q2P2,UBE2Q2P2,100134869,UBE2Q2 pseudogene 2
background_gse32537_all_tested_annotated_mrna,UBE2T,UBE2T,29089,ubiquitin conjugating enzyme E2 T
background_gse32537_all_tested_annotated_mrna,UBL3,UBL3,5412,ubiquitin like 3
background_gse32537_all_tested_annotated_mrna,UBLCP1,UBLCP1,134510,ubiquitin like domain containing CTD phosphatase 1
background_gse32537_all_tested_annotated_mrna,UBN2,UBN2,254048,ubinuclein 2
background_gse32537_all_tested_annotated_mrna,UBQLN3,UBQLN3,50613,ubiquilin 3
background_gse32537_all_tested_annotated_mrna,UBQLN4,UBQLN4,56893,ubiquilin 4
background_gse32537_all_tested_annotated_mrna,UBXN10,UBXN10,127733,UBX domain protein 10
background_gse32537_all_tested_annotated_mrna,UBXN11,UBXN11,91544,UBX domain protein 11
background_gse32537_all_tested_annotated_mrna,UBXN2B,UBXN2B,137886,UBX domain protein 2B
background_gse32537_all_tested_annotated_mrna,UBXN8,UBXN8,7993,UBX domain protein 8
background_gse32537_all_tested_annotated_mrna,UCA1,UCA1,652995,urothelial cancer associated 1
background_gse32537_all_tested_annotated_mrna,UCHL1,UCHL1,7345,ubiquitin C-terminal hydrolase L1
background_gse32537_all_tested_annotated_mrna,UCHL3,UCHL3,7347,ubiquitin C-terminal hydrolase L3
background_gse32537_all_tested_annotated_mrna,UCHL5,UCHL5,51377,ubiquitin C-terminal hydrolase L5
background_gse32537_all_tested_annotated_mrna,UCK2,UCK2,7371,uridine-cytidine kinase 2
background_gse32537_all_tested_annotated_mrna,UCP2,UCP2,7351,uncoupling protein 2
background_gse32537_all_tested_annotated_mrna,UFC1,UFC1,51506,ubiquitin-fold modifier conjugating enzyme 1
background_gse32537_all_tested_annotated_mrna,UFM1,UFM1,51569,ubiquitin fold modifier 1
background_gse32537_all_tested_annotated_mrna,UFSP2,UFSP2,55325,UFM1 specific peptidase 2
background_gse32537_all_tested_annotated_mrna,UG0898H09,UG0898H09,,
background_gse32537_all_tested_annotated_mrna,UGCG,UGCG,7357,UDP-glucose ceramide glucosyltransferase
background_gse32537_all_tested_annotated_mrna,UGDH,UGDH,7358,UDP-glucose 6-dehydrogenase
background_gse32537_all_tested_annotated_mrna,UGGT2,UGGT2,55757,UDP-glucose glycoprotein glucosyltransferase 2
background_gse32537_all_tested_annotated_mrna,UGT1A1,UGT1A1,54658,UDP glucuronosyltransferase family 1 member A1
background_gse32537_all_tested_annotated_mrna,UGT2A2,UGT2A2,574537,UDP glucuronosyltransferase family 2 member A2
background_gse32537_all_tested_annotated_mrna,UGT2A3,UGT2A3,79799,UDP glucuronosyltransferase family 2 member A3
background_gse32537_all_tested_annotated_mrna,UGT2B11,UGT2B11,10720,UDP glucuronosyltransferase family 2 member B11
background_gse32537_all_tested_annotated_mrna,UGT2B15,UGT2B15,7366,UDP glucuronosyltransferase family 2 member B15
background_gse32537_all_tested_annotated_mrna,UGT2B4,UGT2B4,7363,UDP glucuronosyltransferase family 2 member B4
background_gse32537_all_tested_annotated_mrna,UGT8,UGT8,7368,UDP glycosyltransferase 8
background_gse32537_all_tested_annotated_mrna,UHRF1,UHRF1,29128,ubiquitin like with PHD and ring finger domains 1
background_gse32537_all_tested_annotated_mrna,UHRF1BP1,UHRF1BP1,,
background_gse32537_all_tested_annotated_mrna,UHRF1BP1L,UHRF1BP1L,,
background_gse32537_all_tested_annotated_mrna,ULBP1,ULBP1,80329,UL16 binding protein 1
background_gse32537_all_tested_annotated_mrna,ULK4,ULK4,54986,unc-51 like kinase 4
background_gse32537_all_tested_annotated_mrna,UNC119B,UNC119B,84747,unc-119 lipid binding chaperone B
background_gse32537_all_tested_annotated_mrna,UNC13B,UNC13B,10497,unc-13 homolog B
background_gse32537_all_tested_annotated_mrna,UNC13D,UNC13D,201294,unc-13 homolog D
background_gse32537_all_tested_annotated_mrna,UNC5C,UNC5C,8633,unc-5 netrin receptor C
background_gse32537_all_tested_annotated_mrna,UNC93B1,UNC93B1,81622,unc-93B1 regulator of TLR signaling
background_gse32537_all_tested_annotated_mrna,UPF3A,UPF3A,65110,UPF3A regulator of nonsense mediated mRNA decay
background_gse32537_all_tested_annotated_mrna,UPF3B,UPF3B,65109,UPF3B regulator of nonsense mediated mRNA decay
background_gse32537_all_tested_annotated_mrna,UPK1B,UPK1B,7348,uroplakin 1B
background_gse32537_all_tested_annotated_mrna,UPK3B,UPK3B,105375355,uroplakin 3B
background_gse32537_all_tested_annotated_mrna,UPP1,UPP1,7378,uridine phosphorylase 1
background_gse32537_all_tested_annotated_mrna,UQCC2,UQCC2,84300,ubiquinol-cytochrome c reductase complex assembly factor 2
background_gse32537_all_tested_annotated_mrna,UQCR10,UQCR10,29796,"ubiquinol-cytochrome c reductase, complex III subunit X"
background_gse32537_all_tested_annotated_mrna,UQCRC1,UQCRC1,7384,ubiquinol-cytochrome c reductase core protein 1
background_gse32537_all_tested_annotated_mrna,UQCRFS1,UQCRFS1,7386,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
background_gse32537_all_tested_annotated_mrna,UQCRH,UQCRH,7388,ubiquinol-cytochrome c reductase hinge protein
background_gse32537_all_tested_annotated_mrna,UQCRHL,UQCRHL,440567,ubiquinol-cytochrome c reductase hinge protein like
background_gse32537_all_tested_annotated_mrna,URB1,URB1,9875,URB1 ribosome biogenesis factor
background_gse32537_all_tested_annotated_mrna,URB2,URB2,9816,URB2 ribosome biogenesis homolog
background_gse32537_all_tested_annotated_mrna,USE1,USE1,55850,unconventional SNARE in the ER 1
background_gse32537_all_tested_annotated_mrna,USF1,USF1,7391,upstream transcription factor 1
background_gse32537_all_tested_annotated_mrna,USMG5,USMG5,,
background_gse32537_all_tested_annotated_mrna,USP10,USP10,9100,ubiquitin specific peptidase 10
background_gse32537_all_tested_annotated_mrna,USP13,USP13,8975,ubiquitin specific peptidase 13
background_gse32537_all_tested_annotated_mrna,USP15,USP15,9958,ubiquitin specific peptidase 15
background_gse32537_all_tested_annotated_mrna,USP17L15,USP17L15,100288520,ubiquitin specific peptidase 17 like family member 15
background_gse32537_all_tested_annotated_mrna,USP17L3,USP17L3,645836,ubiquitin specific peptidase 17 like family member 3
background_gse32537_all_tested_annotated_mrna,USP17L6P,USP17L6P,391622,"ubiquitin specific peptidase 17 like family member 6, pseudogene"
background_gse32537_all_tested_annotated_mrna,USP18,USP18,11274,ubiquitin specific peptidase 18
background_gse32537_all_tested_annotated_mrna,USP2,USP2,9099,ubiquitin specific peptidase 2
background_gse32537_all_tested_annotated_mrna,USP27X,USP27X,389856,ubiquitin specific peptidase 27 X-linked
background_gse32537_all_tested_annotated_mrna,USP28,USP28,57646,ubiquitin specific peptidase 28
background_gse32537_all_tested_annotated_mrna,USP31,USP31,57478,ubiquitin specific peptidase 31
background_gse32537_all_tested_annotated_mrna,USP32,USP32,84669,ubiquitin specific peptidase 32
background_gse32537_all_tested_annotated_mrna,USP32P1,USP32P1,162632,ubiquitin specific peptidase 32 pseudogene 1
background_gse32537_all_tested_annotated_mrna,USP32P3,USP32P3,347716,ubiquitin specific peptidase 32 pseudogene 3
background_gse32537_all_tested_annotated_mrna,USP36,USP36,57602,ubiquitin specific peptidase 36
background_gse32537_all_tested_annotated_mrna,USP38,USP38,84640,ubiquitin specific peptidase 38
background_gse32537_all_tested_annotated_mrna,USP40,USP40,55230,ubiquitin specific peptidase 40
background_gse32537_all_tested_annotated_mrna,USP43,USP43,124739,ubiquitin specific peptidase 43
background_gse32537_all_tested_annotated_mrna,USP44,USP44,84101,ubiquitin specific peptidase 44
background_gse32537_all_tested_annotated_mrna,USP45,USP45,85015,ubiquitin specific peptidase 45
background_gse32537_all_tested_annotated_mrna,USP53,USP53,54532,ubiquitin specific peptidase 53
background_gse32537_all_tested_annotated_mrna,USP54,USP54,159195,ubiquitin specific peptidase 54
background_gse32537_all_tested_annotated_mrna,USP8,USP8,9101,ubiquitin specific peptidase 8
background_gse32537_all_tested_annotated_mrna,USP9Y,USP9Y,8287,ubiquitin specific peptidase 9 Y-linked
background_gse32537_all_tested_annotated_mrna,UST,UST,10090,uronyl 2-sulfotransferase
background_gse32537_all_tested_annotated_mrna,UTP11L,UTP11L,,
background_gse32537_all_tested_annotated_mrna,UTP14A,UTP14A,10813,UTP14A small subunit processome component
background_gse32537_all_tested_annotated_mrna,UTP15,UTP15,84135,UTP15 small subunit processome component
background_gse32537_all_tested_annotated_mrna,UTP18,UTP18,51096,UTP18 small subunit processome component
background_gse32537_all_tested_annotated_mrna,UTP20,UTP20,27340,UTP20 small subunit processome component
background_gse32537_all_tested_annotated_mrna,UTP3,UTP3,57050,UTP3 small subunit processome component
background_gse32537_all_tested_annotated_mrna,UTY,UTY,7404,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
background_gse32537_all_tested_annotated_mrna,UVSSA,UVSSA,57654,UV stimulated scaffold protein A
background_gse32537_all_tested_annotated_mrna,UXS1,UXS1,80146,UDP-glucuronate decarboxylase 1
background_gse32537_all_tested_annotated_mrna,UXT,UXT,8409,ubiquitously expressed prefoldin like chaperone
background_gse32537_all_tested_annotated_mrna,VAMP1,VAMP1,6843,vesicle associated membrane protein 1
background_gse32537_all_tested_annotated_mrna,VAMP5,VAMP5,10791,vesicle associated membrane protein 5
background_gse32537_all_tested_annotated_mrna,VAMP8,VAMP8,8673,vesicle associated membrane protein 8
background_gse32537_all_tested_annotated_mrna,VANGL1,VANGL1,81839,VANGL planar cell polarity protein 1
background_gse32537_all_tested_annotated_mrna,VARS,VARS,,
background_gse32537_all_tested_annotated_mrna,VASH1,VASH1,22846,vasohibin 1
background_gse32537_all_tested_annotated_mrna,VASN,VASN,114990,vasorin
background_gse32537_all_tested_annotated_mrna,VASP,VASP,7408,vasodilator stimulated phosphoprotein
background_gse32537_all_tested_annotated_mrna,VAT1,VAT1,10493,vesicle amine transport 1
background_gse32537_all_tested_annotated_mrna,VAT1L,VAT1L,57687,vesicle amine transport 1 like
background_gse32537_all_tested_annotated_mrna,VAV1,VAV1,7409,vav guanine nucleotide exchange factor 1
background_gse32537_all_tested_annotated_mrna,VAV3,VAV3,10451,vav guanine nucleotide exchange factor 3
background_gse32537_all_tested_annotated_mrna,VBP1,VBP1,7411,VHL binding protein 1
background_gse32537_all_tested_annotated_mrna,VCAM1,VCAM1,7412,vascular cell adhesion molecule 1
background_gse32537_all_tested_annotated_mrna,VCAN,VCAN,1462,versican
background_gse32537_all_tested_annotated_mrna,VCL,VCL,7414,vinculin
background_gse32537_all_tested_annotated_mrna,VCPKMT,VCPKMT,79609,valosin containing protein lysine methyltransferase
background_gse32537_all_tested_annotated_mrna,VDAC1P4,VDAC1P4,7418,voltage dependent anion channel 1 pseudogene 4
background_gse32537_all_tested_annotated_mrna,VDAC2,VDAC2,7417,voltage dependent anion channel 2
background_gse32537_all_tested_annotated_mrna,VDR,VDR,7421,vitamin D receptor
background_gse32537_all_tested_annotated_mrna,VEGFA,VEGFA,7422,vascular endothelial growth factor A
background_gse32537_all_tested_annotated_mrna,VEGFC,VEGFC,7424,vascular endothelial growth factor C
background_gse32537_all_tested_annotated_mrna,VEPH1,VEPH1,79674,ventricular zone expressed PH domain containing 1
background_gse32537_all_tested_annotated_mrna,VGLL1,VGLL1,51442,vestigial like family member 1
background_gse32537_all_tested_annotated_mrna,VGLL3,VGLL3,389136,vestigial like family member 3
background_gse32537_all_tested_annotated_mrna,VILL,VILL,50853,villin like
background_gse32537_all_tested_annotated_mrna,VIPR1,VIPR1,7433,vasoactive intestinal peptide receptor 1
background_gse32537_all_tested_annotated_mrna,VIPR2,VIPR2,7434,vasoactive intestinal peptide receptor 2
background_gse32537_all_tested_annotated_mrna,VIT,VIT,5212,vitrin
background_gse32537_all_tested_annotated_mrna,VKORC1L1,VKORC1L1,154807,vitamin K epoxide reductase complex subunit 1L1
background_gse32537_all_tested_annotated_mrna,VLDLR,VLDLR,7436,very low density lipoprotein receptor
background_gse32537_all_tested_annotated_mrna,VLDLR-AS1,VLDLR-AS1,401491,VLDLR antisense RNA 1
background_gse32537_all_tested_annotated_mrna,VN1R1,VN1R1,57191,vomeronasal 1 receptor 1
background_gse32537_all_tested_annotated_mrna,VN1R3,VN1R3,317702,vomeronasal 1 receptor 3
background_gse32537_all_tested_annotated_mrna,VNN1,VNN1,8876,vanin 1
background_gse32537_all_tested_annotated_mrna,VNN2,VNN2,8875,vanin 2
background_gse32537_all_tested_annotated_mrna,VNN3,VNN3,,
background_gse32537_all_tested_annotated_mrna,VPS13A,VPS13A,23230,vacuolar protein sorting 13 homolog A
background_gse32537_all_tested_annotated_mrna,VPS13C,VPS13C,54832,vacuolar protein sorting 13 homolog C
background_gse32537_all_tested_annotated_mrna,VPS25,VPS25,84313,vacuolar protein sorting 25 homolog
background_gse32537_all_tested_annotated_mrna,VPS29,VPS29,51699,VPS29 retromer complex component
background_gse32537_all_tested_annotated_mrna,VPS37B,VPS37B,79720,VPS37B subunit of ESCRT-I
background_gse32537_all_tested_annotated_mrna,VPS37C,VPS37C,55048,VPS37C subunit of ESCRT-I
background_gse32537_all_tested_annotated_mrna,VPS8,VPS8,23355,VPS8 subunit of CORVET complex
background_gse32537_all_tested_annotated_mrna,VRK1,VRK1,7443,VRK serine/threonine kinase 1
background_gse32537_all_tested_annotated_mrna,VSIG1,VSIG1,340547,V-set and immunoglobulin domain containing 1
background_gse32537_all_tested_annotated_mrna,VSIG10,VSIG10,54621,V-set and immunoglobulin domain containing 10
background_gse32537_all_tested_annotated_mrna,VSIG2,VSIG2,23584,V-set and immunoglobulin domain containing 2
background_gse32537_all_tested_annotated_mrna,VSIG4,VSIG4,11326,V-set and immunoglobulin domain containing 4
background_gse32537_all_tested_annotated_mrna,VSNL1,VSNL1,7447,visinin like 1
background_gse32537_all_tested_annotated_mrna,VSTM1,VSTM1,284415,V-set and transmembrane domain containing 1
background_gse32537_all_tested_annotated_mrna,VSTM2L,VSTM2L,128434,V-set and transmembrane domain containing 2 like
background_gse32537_all_tested_annotated_mrna,VSTM4,VSTM4,196740,V-set and transmembrane domain containing 4
background_gse32537_all_tested_annotated_mrna,VTA1,VTA1,51534,vesicle trafficking 1
background_gse32537_all_tested_annotated_mrna,VTCN1,VTCN1,79679,V-set domain containing T cell activation inhibitor 1
background_gse32537_all_tested_annotated_mrna,VTI1A,VTI1A,143187,vesicle transport through interaction with t-SNAREs 1A
background_gse32537_all_tested_annotated_mrna,VTRNA1-1,VTRNA1-1,56664,vault RNA 1-1
background_gse32537_all_tested_annotated_mrna,VWA2,VWA2,340706,von Willebrand factor A domain containing 2
background_gse32537_all_tested_annotated_mrna,VWA3A,VWA3A,146177,von Willebrand factor A domain containing 3A
background_gse32537_all_tested_annotated_mrna,VWA3B,VWA3B,200403,von Willebrand factor A domain containing 3B
background_gse32537_all_tested_annotated_mrna,VWA5A,VWA5A,4013,von Willebrand factor A domain containing 5A
background_gse32537_all_tested_annotated_mrna,VWA7,VWA7,80737,von Willebrand factor A domain containing 7
background_gse32537_all_tested_annotated_mrna,VWC2L,VWC2L,402117,von Willebrand factor C domain containing 2 like
background_gse32537_all_tested_annotated_mrna,VWDE,VWDE,221806,von Willebrand factor D and EGF domains
background_gse32537_all_tested_annotated_mrna,VWF,VWF,7450,von Willebrand factor
background_gse32537_all_tested_annotated_mrna,WARS,WARS,,
background_gse32537_all_tested_annotated_mrna,WAS,WAS,7454,WASP actin nucleation promoting factor
background_gse32537_all_tested_annotated_mrna,WASF2,WASF2,10163,WASP family member 2
background_gse32537_all_tested_annotated_mrna,WASF3,WASF3,10810,WASP family member 3
background_gse32537_all_tested_annotated_mrna,WASH1,WASH1,,
background_gse32537_all_tested_annotated_mrna,WASIR1,WASIR1,100128260,WASH and IL9R antisense RNA 1
background_gse32537_all_tested_annotated_mrna,WBP4,WBP4,11193,WW domain binding protein 4
background_gse32537_all_tested_annotated_mrna,WBP5,WBP5,,
background_gse32537_all_tested_annotated_mrna,WBSCR17,WBSCR17,,
background_gse32537_all_tested_annotated_mrna,WBSCR27,WBSCR27,,
background_gse32537_all_tested_annotated_mrna,WDFY4,WDFY4,57705,WDFY family member 4
background_gse32537_all_tested_annotated_mrna,WDHD1,WDHD1,11169,WD repeat and HMG-box DNA binding protein 1
background_gse32537_all_tested_annotated_mrna,WDPCP,WDPCP,51057,WD repeat containing planar cell polarity effector
background_gse32537_all_tested_annotated_mrna,WDR12,WDR12,55759,WD repeat domain 12
background_gse32537_all_tested_annotated_mrna,WDR16,WDR16,,
background_gse32537_all_tested_annotated_mrna,WDR17,WDR17,116966,WD repeat domain 17
background_gse32537_all_tested_annotated_mrna,WDR18,WDR18,57418,WD repeat domain 18
background_gse32537_all_tested_annotated_mrna,WDR19,WDR19,57728,WD repeat domain 19
background_gse32537_all_tested_annotated_mrna,WDR27,WDR27,253769,WD repeat domain 27
background_gse32537_all_tested_annotated_mrna,WDR3,WDR3,10885,WD repeat domain 3
background_gse32537_all_tested_annotated_mrna,WDR31,WDR31,114987,WD repeat domain 31
background_gse32537_all_tested_annotated_mrna,WDR35,WDR35,57539,WD repeat domain 35
background_gse32537_all_tested_annotated_mrna,WDR36,WDR36,134430,WD repeat domain 36
background_gse32537_all_tested_annotated_mrna,WDR38,WDR38,401551,WD repeat domain 38
background_gse32537_all_tested_annotated_mrna,WDR4,WDR4,10785,WDR4 tRNA N7-guanosine methyltransferase non-catalytic subunit
background_gse32537_all_tested_annotated_mrna,WDR41,WDR41,55255,WD repeat domain 41
background_gse32537_all_tested_annotated_mrna,WDR43,WDR43,23160,WD repeat domain 43
background_gse32537_all_tested_annotated_mrna,WDR47,WDR47,22911,WD repeat domain 47
background_gse32537_all_tested_annotated_mrna,WDR48,WDR48,57599,WD repeat domain 48
background_gse32537_all_tested_annotated_mrna,WDR49,WDR49,151790,WD repeat domain 49
background_gse32537_all_tested_annotated_mrna,WDR52,WDR52,,
background_gse32537_all_tested_annotated_mrna,WDR54,WDR54,84058,WD repeat domain 54
background_gse32537_all_tested_annotated_mrna,WDR5B,WDR5B,54554,WD repeat domain 5B
background_gse32537_all_tested_annotated_mrna,WDR60,WDR60,,
background_gse32537_all_tested_annotated_mrna,WDR63,WDR63,,
background_gse32537_all_tested_annotated_mrna,WDR65,WDR65,,
background_gse32537_all_tested_annotated_mrna,WDR66,WDR66,,
background_gse32537_all_tested_annotated_mrna,WDR72,WDR72,256764,WD repeat domain 72
background_gse32537_all_tested_annotated_mrna,WDR74,WDR74,54663,WD repeat domain 74
background_gse32537_all_tested_annotated_mrna,WDR75,WDR75,84128,WD repeat domain 75
background_gse32537_all_tested_annotated_mrna,WDR78,WDR78,,
background_gse32537_all_tested_annotated_mrna,WDR89,WDR89,112840,WD repeat domain 89
background_gse32537_all_tested_annotated_mrna,WDR92,WDR92,,
background_gse32537_all_tested_annotated_mrna,WDR93,WDR93,56964,WD repeat domain 93
background_gse32537_all_tested_annotated_mrna,WDR96,WDR96,,
background_gse32537_all_tested_annotated_mrna,WDSUB1,WDSUB1,151525,"WD repeat, sterile alpha motif and U-box domain containing 1"
background_gse32537_all_tested_annotated_mrna,WEE1,WEE1,7465,WEE1 G2 checkpoint kinase
background_gse32537_all_tested_annotated_mrna,WEE2-AS1,WEE2-AS1,285962,WEE2 antisense RNA 1
background_gse32537_all_tested_annotated_mrna,WFDC1,WFDC1,58189,WAP four-disulfide core domain 1
background_gse32537_all_tested_annotated_mrna,WFDC12,WFDC12,128488,WAP four-disulfide core domain 12
background_gse32537_all_tested_annotated_mrna,WFDC2,WFDC2,10406,WAP four-disulfide core domain 2
background_gse32537_all_tested_annotated_mrna,WFDC5,WFDC5,149708,WAP four-disulfide core domain 5
background_gse32537_all_tested_annotated_mrna,WFDC6,WFDC6,140870,WAP four-disulfide core domain 6
background_gse32537_all_tested_annotated_mrna,WFIKKN1,WFIKKN1,117166,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
background_gse32537_all_tested_annotated_mrna,WFS1,WFS1,7466,wolframin ER transmembrane glycoprotein
background_gse32537_all_tested_annotated_mrna,WIF1,WIF1,11197,Wnt inhibitory factor 1
background_gse32537_all_tested_annotated_mrna,WIPF1,WIPF1,7456,WAS/WASL interacting protein family member 1
background_gse32537_all_tested_annotated_mrna,WIPF3,WIPF3,644150,WAS/WASL interacting protein family member 3
background_gse32537_all_tested_annotated_mrna,WIPI1,WIPI1,55062,"WD repeat domain, phosphoinositide interacting 1"
background_gse32537_all_tested_annotated_mrna,WISP1,WISP1,,
background_gse32537_all_tested_annotated_mrna,WISP2,WISP2,,
background_gse32537_all_tested_annotated_mrna,WLS,WLS,79971,Wnt ligand secretion mediator
background_gse32537_all_tested_annotated_mrna,WNK1,WNK1,65125,WNK lysine deficient protein kinase 1
background_gse32537_all_tested_annotated_mrna,WNT10A,WNT10A,80326,Wnt family member 10A
background_gse32537_all_tested_annotated_mrna,WNT11,WNT11,7481,Wnt family member 11
background_gse32537_all_tested_annotated_mrna,WNT2,WNT2,7472,Wnt family member 2
background_gse32537_all_tested_annotated_mrna,WNT2B,WNT2B,7482,Wnt family member 2B
background_gse32537_all_tested_annotated_mrna,WNT5A,WNT5A,7474,Wnt family member 5A
background_gse32537_all_tested_annotated_mrna,WNT7A,WNT7A,7476,Wnt family member 7A
background_gse32537_all_tested_annotated_mrna,WNT7B,WNT7B,7477,Wnt family member 7B
background_gse32537_all_tested_annotated_mrna,WRB,WRB,,
background_gse32537_all_tested_annotated_mrna,WRN,WRN,7486,WRN RecQ like helicase
background_gse32537_all_tested_annotated_mrna,WSB1,WSB1,26118,WD repeat and SOCS box containing 1
background_gse32537_all_tested_annotated_mrna,WSB2,WSB2,55884,WD repeat and SOCS box containing 2
background_gse32537_all_tested_annotated_mrna,WT1,WT1,7490,WT1 transcription factor
background_gse32537_all_tested_annotated_mrna,WT1-AS,WT1-AS,51352,WT1 antisense RNA
background_gse32537_all_tested_annotated_mrna,WWC1,WWC1,23286,WW and C2 domain containing 1
background_gse32537_all_tested_annotated_mrna,WWC2,WWC2,80014,WW and C2 domain containing 2
background_gse32537_all_tested_annotated_mrna,WWC3,WWC3,55841,WWC family member 3
background_gse32537_all_tested_annotated_mrna,XAF1,XAF1,54739,XIAP associated factor 1
background_gse32537_all_tested_annotated_mrna,XAGE-4,XAGE-4,139629,XAGE-4 protein
background_gse32537_all_tested_annotated_mrna,XAGE2,XAGE2,9502,X antigen family member 2
background_gse32537_all_tested_annotated_mrna,XBP1,XBP1,7494,X-box binding protein 1
background_gse32537_all_tested_annotated_mrna,XCL1,XCL1,6375,X-C motif chemokine ligand 1
background_gse32537_all_tested_annotated_mrna,XCR1,XCR1,2829,X-C motif chemokine receptor 1
background_gse32537_all_tested_annotated_mrna,XG,XG,7499,Xg glycoprotein (Xg blood group)
background_gse32537_all_tested_annotated_mrna,XIRP1,XIRP1,165904,xin actin binding repeat containing 1
background_gse32537_all_tested_annotated_mrna,XK,XK,7504,"X-linked Kx blood group antigen, Kell and VPS13A binding protein"
background_gse32537_all_tested_annotated_mrna,XKR9,XKR9,389668,XK related 9
background_gse32537_all_tested_annotated_mrna,XKRX,XKRX,402415,XK related X-linked
background_gse32537_all_tested_annotated_mrna,XPNPEP2,XPNPEP2,7512,X-prolyl aminopeptidase 2
background_gse32537_all_tested_annotated_mrna,XPNPEP3,XPNPEP3,63929,X-prolyl aminopeptidase 3
background_gse32537_all_tested_annotated_mrna,XPO1,XPO1,7514,exportin 1
background_gse32537_all_tested_annotated_mrna,XPO4,XPO4,64328,exportin 4
background_gse32537_all_tested_annotated_mrna,XPO5,XPO5,57510,exportin 5
background_gse32537_all_tested_annotated_mrna,XPO6,XPO6,23214,exportin 6
background_gse32537_all_tested_annotated_mrna,XPOT,XPOT,11260,exportin for tRNA
background_gse32537_all_tested_annotated_mrna,XPR1,XPR1,9213,xenotropic and polytropic retrovirus receptor 1
